odor,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population
s,n,b,k,s,w,w,e,w,v
f,b,h,k,k,n,p,l,h,v
s,n,b,k,k,w,w,e,w,v
n,b,w,s,s,g,p,p,n,v
n,b,n,s,s,p,w,p,n,y
n,b,p,s,s,p,p,p,k,y
l,n,p,s,s,w,w,p,u,v
f,b,p,k,k,n,n,l,h,v
l,b,g,s,s,w,w,p,n,n
n,b,p,s,s,g,p,p,n,v
f,n,b,k,k,w,p,e,w,v
s,n,b,k,s,p,p,e,w,v
n,b,w,s,s,w,w,p,n,v
f,b,h,k,k,n,b,l,h,v
f,b,p,k,k,n,b,l,h,y
n,b,p,s,s,w,w,p,w,n
p,n,n,s,s,w,w,p,n,v
f,b,g,k,k,n,b,l,h,v
s,n,b,k,k,p,p,e,w,v
n,b,w,s,k,w,w,p,w,s
a,n,p,s,s,w,w,p,n,v
n,b,w,s,s,g,w,p,k,y
c,n,p,s,s,w,w,p,k,v
f,n,b,s,k,w,w,e,w,v
n,b,p,s,s,w,w,p,n,y
a,b,p,s,y,w,w,p,n,s
f,b,p,s,s,w,w,p,h,v
s,n,b,k,s,w,p,e,w,v
n,b,n,s,s,o,o,p,o,v
p,n,k,s,s,w,w,p,k,s
n,b,u,s,s,p,p,p,n,v
l,b,p,s,y,w,w,p,n,y
n,b,w,k,k,w,w,p,w,n
n,b,u,s,s,g,w,p,n,y
y,n,b,k,k,w,w,e,w,v
n,b,u,s,s,g,w,p,k,v
p,n,p,s,s,w,w,p,n,s
n,b,y,s,s,o,o,p,o,c
n,b,p,s,k,w,w,p,w,s
n,b,n,f,f,w,w,e,k,a
p,n,w,s,s,w,w,p,n,v
n,b,e,s,s,w,w,e,w,c
f,b,h,k,k,n,p,l,h,y
f,n,b,k,s,w,w,e,w,v
f,b,g,k,k,p,p,l,h,v
n,b,p,s,f,w,w,e,n,a
y,n,b,s,k,p,w,e,w,v
n,b,w,s,s,w,g,p,n,y
f,n,b,k,k,w,p,e,w,v
n,b,n,s,s,p,w,p,n,v
n,b,h,f,s,w,w,e,n,a
f,n,b,s,s,w,w,e,w,v
p,n,n,s,s,w,w,p,k,s
f,b,p,k,k,p,p,l,h,v
f,n,b,k,s,p,w,e,w,v
s,n,b,s,s,p,w,e,w,v
p,n,n,s,s,w,w,p,n,v
y,n,b,k,s,w,p,e,w,v
f,n,b,s,s,w,p,e,w,v
a,b,k,s,s,w,w,p,k,s
n,b,h,f,s,w,w,e,k,a
f,n,b,k,k,w,w,e,w,v
f,b,g,k,k,p,p,l,h,y
f,b,h,k,k,b,p,l,h,v
f,n,b,k,k,w,w,e,w,v
m,b,w,k,y,c,c,n,w,c
f,b,p,k,k,b,p,l,h,y
y,n,b,k,s,w,w,e,w,v
c,n,u,s,s,w,w,p,k,s
l,b,k,s,s,w,w,p,n,n
f,b,p,k,k,b,n,l,h,v
f,b,p,k,k,n,n,l,h,y
l,b,n,s,s,w,w,p,k,n
f,b,p,s,f,w,w,p,h,v
s,n,b,k,s,w,p,e,w,v
f,b,p,k,k,n,n,l,h,v
n,b,n,s,s,w,p,p,n,y
a,b,n,s,y,w,w,p,n,y
l,b,p,s,y,w,w,p,n,s
a,n,w,s,s,w,w,p,u,v
n,b,w,s,s,w,w,p,r,v
n,b,w,s,s,p,w,p,k,y
n,b,n,f,s,w,w,e,n,a
n,b,n,s,s,w,w,e,n,s
n,b,p,s,s,w,w,p,n,v
l,b,w,s,s,w,w,p,n,s
n,b,w,s,s,p,g,p,k,y
f,b,g,k,k,b,p,l,h,y
n,b,p,s,f,w,w,e,n,a
f,b,w,f,s,w,w,p,h,v
f,b,g,k,k,p,n,l,h,y
n,b,w,s,s,e,w,e,w,c
n,b,u,s,s,w,g,p,k,y
c,n,p,s,s,w,w,p,k,s
n,b,p,f,f,w,w,e,n,s
f,b,h,k,k,p,n,l,h,v
n,b,r,s,s,w,w,p,r,v
n,b,e,s,s,e,w,e,w,c
s,n,b,k,k,p,p,e,w,v
l,b,k,s,s,w,w,p,k,s
l,n,n,s,s,w,w,p,n,v
f,n,b,k,s,p,p,e,w,v
n,b,n,s,s,p,w,p,k,y
f,b,p,k,k,b,n,l,h,v
l,n,n,s,s,w,w,p,n,v
n,b,p,f,f,w,w,e,n,s
n,n,n,s,s,w,w,p,n,y
n,n,p,s,s,w,w,p,n,y
n,n,w,f,s,w,n,e,w,v
f,n,b,s,s,p,p,e,w,v
f,b,h,k,k,n,b,l,h,v
n,b,k,s,s,w,w,e,k,s
s,n,b,k,k,p,p,e,w,v
a,b,g,s,s,w,w,p,n,n
f,b,h,k,k,n,n,l,h,y
f,n,b,s,k,p,w,e,w,v
n,b,u,s,s,p,g,p,k,v
l,b,p,s,y,w,w,p,n,y
n,b,h,f,s,w,w,e,k,a
s,n,b,s,s,p,p,e,w,v
l,b,g,s,s,w,w,p,k,n
n,b,n,s,s,p,w,p,k,v
f,n,b,k,s,p,p,e,w,v
y,n,b,k,s,w,w,e,w,v
n,b,p,f,f,w,w,e,n,a
p,n,w,s,s,w,w,p,n,v
n,b,w,s,s,g,g,p,k,v
n,b,p,f,s,w,w,e,n,s
a,b,n,s,s,w,w,p,n,n
s,n,b,s,k,p,w,e,w,v
n,b,w,s,s,w,w,p,k,y
y,n,b,s,s,w,w,e,w,v
y,n,b,k,s,w,p,e,w,v
f,b,g,k,k,p,n,l,h,v
f,b,h,s,f,w,w,p,h,v
n,b,g,s,k,w,w,p,w,n
n,b,u,s,s,p,g,p,n,y
y,n,b,s,s,w,p,e,w,v
f,b,p,f,f,w,w,p,h,s
n,b,p,s,f,w,w,e,n,a
f,b,h,k,k,p,p,l,h,v
f,b,g,k,k,n,p,l,h,y
f,b,h,k,k,n,n,l,h,v
n,b,w,s,s,p,w,p,n,y
f,b,g,k,k,p,p,l,h,v
n,b,n,s,s,p,p,p,n,y
n,b,y,s,s,o,o,p,n,v
n,b,n,s,s,g,g,p,n,v
f,b,g,k,k,n,n,l,h,y
a,b,w,s,y,w,w,p,n,s
n,b,p,s,s,w,g,p,k,y
f,b,g,k,k,p,p,l,h,v
f,b,g,k,k,p,b,l,h,y
l,b,w,s,s,w,w,p,k,s
n,b,n,s,s,w,p,p,k,y
y,n,b,s,s,p,p,e,w,v
n,b,p,s,s,p,g,p,k,y
n,b,p,f,f,w,w,e,k,a
f,b,g,k,k,b,p,l,h,v
n,b,w,y,y,n,n,p,w,y
n,b,u,s,s,w,g,p,n,v
f,b,g,k,k,p,b,l,h,v
n,b,h,f,f,w,w,e,k,a
a,b,k,s,s,w,w,p,n,s
n,b,r,s,s,w,w,p,r,v
p,n,k,s,s,w,w,p,n,s
p,n,w,s,s,w,w,p,k,v
n,b,n,s,s,g,g,p,k,v
f,b,g,k,k,n,n,l,h,y
y,n,b,k,s,p,p,e,w,v
n,b,u,s,s,p,w,p,k,y
n,b,p,s,s,p,p,p,k,y
n,b,k,f,s,w,w,e,k,s
n,b,p,s,s,g,w,p,k,v
f,b,w,f,s,w,w,p,h,s
f,b,p,k,k,b,p,l,h,v
n,b,n,s,s,w,p,p,n,v
f,b,g,k,k,b,b,l,h,y
n,b,e,s,s,w,w,e,w,c
n,b,w,s,k,w,w,p,w,n
n,b,o,s,s,o,o,p,o,v
n,b,n,s,s,p,g,p,k,y
s,n,b,k,s,p,p,e,w,v
s,n,b,s,s,p,p,e,w,v
f,b,p,k,k,n,b,l,h,v
f,b,h,k,k,n,b,l,h,v
n,b,w,s,s,w,p,p,n,v
p,n,k,s,s,w,w,p,n,s
n,b,p,s,s,p,p,p,k,y
n,b,u,s,s,p,g,p,n,v
n,b,n,s,s,w,w,p,k,y
f,n,b,k,s,w,p,e,w,v
n,b,w,s,s,w,w,e,w,c
s,n,b,k,s,p,p,e,w,v
n,b,p,s,s,p,g,p,n,v
y,n,b,k,s,w,w,e,w,v
s,n,b,k,s,p,p,e,w,v
n,b,p,s,s,p,g,p,n,v
f,n,b,s,k,p,w,e,w,v
s,n,b,s,k,w,w,e,w,v
n,b,w,s,s,w,g,p,k,v
y,n,b,k,s,w,w,e,w,v
f,n,b,s,k,w,p,e,w,v
n,b,n,s,s,p,w,p,k,y
n,b,p,s,s,w,g,p,n,y
f,n,b,k,s,w,w,e,w,v
n,b,w,s,s,w,w,p,r,v
c,n,g,s,s,w,w,p,n,v
c,n,p,s,s,w,w,p,n,v
p,n,w,s,s,w,w,p,n,s
n,b,p,s,s,w,w,p,n,y
l,b,n,s,s,w,w,p,k,n
f,b,p,f,s,w,w,p,h,s
n,b,p,s,s,p,p,p,n,y
f,b,w,s,f,w,w,p,h,s
f,n,b,s,k,w,p,e,w,v
n,b,n,f,s,w,w,e,n,a
n,b,u,s,s,g,p,p,n,y
n,b,p,s,s,w,p,p,n,y
a,b,n,s,y,w,w,p,k,s
n,b,n,s,s,p,w,p,n,y
n,b,e,s,s,e,w,e,w,c
n,b,n,f,s,w,w,e,k,a
f,n,b,k,s,p,p,e,w,v
n,b,n,s,s,o,o,p,y,v
n,b,u,s,s,p,p,p,n,v
n,n,h,s,f,w,w,f,h,v
f,n,b,k,k,w,w,e,w,v
n,b,p,s,s,w,g,p,n,y
n,b,n,s,s,w,w,e,n,a
s,n,b,k,k,p,p,e,w,v
n,b,k,s,s,w,w,e,k,a
f,b,h,k,k,b,b,l,h,y
f,b,p,f,f,w,w,p,h,s
y,n,b,s,s,w,w,e,w,v
l,b,k,s,s,w,w,p,k,s
n,b,p,s,s,g,p,p,n,v
f,b,h,k,k,p,p,l,h,y
n,b,n,s,s,g,g,p,k,y
n,b,n,s,s,g,w,p,k,y
n,b,n,s,s,g,w,p,k,y
n,b,u,s,s,p,g,p,k,y
n,b,w,s,s,e,w,e,w,c
n,b,n,f,f,w,w,e,k,a
n,b,h,s,s,w,w,e,n,s
n,b,u,s,s,p,g,p,n,v
f,b,p,k,k,p,b,l,h,v
n,b,e,s,s,e,w,e,w,c
n,b,o,s,s,o,o,p,o,c
f,b,h,k,k,b,n,l,h,v
f,n,b,s,s,p,w,e,w,v
f,b,h,s,f,w,w,p,h,s
a,b,k,s,s,w,w,p,k,s
s,n,b,k,s,p,p,e,w,v
y,n,b,k,k,w,p,e,w,v
n,n,k,s,s,w,w,p,n,v
n,b,n,f,s,w,w,e,k,a
f,b,p,k,k,p,p,l,h,y
f,b,h,k,k,b,n,l,h,y
f,n,b,k,k,w,w,e,w,v
n,b,p,s,s,w,p,p,k,y
s,n,b,k,s,w,p,e,w,v
f,n,b,s,k,w,w,e,w,v
n,b,k,s,s,w,w,e,k,a
n,b,n,s,s,w,w,p,k,v
y,n,b,s,k,w,w,e,w,v
f,b,h,k,k,n,b,l,h,v
f,n,b,k,k,p,w,e,w,v
a,b,p,s,y,w,w,p,k,y
n,b,u,s,s,p,p,p,k,v
f,b,h,s,s,w,w,p,h,v
n,b,n,s,s,p,g,p,n,y
n,b,h,f,s,w,w,e,k,s
f,b,h,k,k,p,n,l,h,v
n,b,p,k,k,w,w,p,w,n
f,n,b,s,k,w,w,e,w,v
c,n,n,s,s,w,w,p,n,v
s,n,b,k,k,p,p,e,w,v
n,b,p,k,s,w,w,p,w,s
a,b,k,s,s,w,w,p,n,n
n,b,k,s,s,w,w,e,n,s
n,b,p,s,s,g,w,p,k,v
f,b,h,k,k,b,p,l,h,v
n,b,k,s,f,w,w,e,k,s
n,b,n,s,s,p,g,p,k,v
n,b,e,s,s,e,w,e,w,c
n,b,e,s,s,e,e,e,w,c
f,n,b,k,s,w,p,e,w,v
f,n,b,k,s,w,p,e,w,v
f,b,p,k,k,p,b,l,h,v
n,b,h,f,f,w,w,e,k,a
f,b,p,k,k,p,b,l,h,v
a,b,k,s,s,w,w,p,n,s
n,b,u,s,s,p,g,p,n,v
m,b,w,k,y,c,c,n,w,c
f,b,g,k,k,b,n,l,h,y
f,b,p,k,k,n,n,l,h,v
n,b,g,s,k,w,w,p,w,s
s,n,b,s,k,p,w,e,w,v
c,n,u,s,s,w,w,p,k,v
f,n,b,s,k,w,p,e,w,v
a,b,p,s,y,w,w,p,k,s
s,n,b,s,s,w,w,e,w,v
a,b,n,s,y,w,w,p,n,y
s,n,b,k,k,w,p,e,w,v
p,n,w,s,s,w,w,p,k,s
n,b,w,s,s,p,p,p,n,y
n,b,w,s,s,g,g,p,k,v
n,b,u,s,s,g,g,p,k,v
n,b,p,f,s,w,w,e,k,s
n,b,w,s,s,w,e,e,w,c
f,n,b,s,s,w,w,e,w,v
f,b,p,k,k,b,b,l,h,y
s,n,b,k,k,p,p,e,w,v
s,n,b,k,k,p,p,e,w,v
n,b,o,s,s,o,o,p,y,c
f,b,p,k,k,b,p,l,h,v
l,b,w,s,s,w,w,p,k,n
n,b,h,f,f,w,w,e,n,s
n,b,u,s,s,g,w,p,n,y
f,n,b,k,s,w,p,e,w,v
a,b,k,s,s,w,w,p,k,s
n,b,p,s,s,p,g,p,k,y
n,n,k,s,s,w,w,p,n,v
n,n,w,s,s,w,n,e,w,v
f,n,b,k,s,p,w,e,w,v
l,n,n,s,s,w,w,p,u,v
s,n,b,s,s,w,w,e,w,v
n,b,n,s,f,w,w,e,n,s
n,b,w,s,s,e,w,e,w,c
n,b,p,k,s,w,w,p,w,n
s,n,b,s,k,w,p,e,w,v
n,b,n,s,f,w,w,e,n,a
f,n,b,s,k,p,p,e,w,v
f,b,g,k,k,b,b,l,h,y
f,b,p,k,k,b,b,l,h,v
n,b,n,s,s,o,o,p,y,c
f,b,h,k,k,p,b,l,h,y
c,n,n,s,s,w,w,p,n,v
s,n,b,s,k,w,w,e,w,v
y,n,b,k,s,w,p,e,w,v
n,n,n,s,s,w,w,p,n,y
y,n,b,s,s,p,w,e,w,v
f,n,b,s,k,w,w,e,w,v
f,b,h,k,k,n,n,l,h,v
f,b,p,k,k,b,n,l,h,v
f,b,h,s,f,w,w,p,h,s
n,b,u,s,s,p,w,p,k,v
y,n,b,s,s,w,p,e,w,v
a,b,w,s,s,w,w,p,k,n
n,b,w,s,s,p,p,p,n,y
n,b,u,s,s,p,w,p,k,y
n,b,e,s,s,w,e,e,w,c
p,n,p,s,s,w,w,p,k,s
f,b,h,k,k,n,n,l,h,y
l,b,n,s,y,w,w,p,n,y
f,b,p,k,k,n,n,l,h,v
y,n,b,k,k,w,w,e,w,v
n,b,p,s,s,w,w,p,w,s
n,b,w,s,s,e,e,e,w,c
f,b,g,k,k,b,b,l,h,y
y,n,b,s,s,p,p,e,w,v
s,n,b,s,s,p,p,e,w,v
s,n,b,s,s,w,p,e,w,v
s,n,b,s,k,p,p,e,w,v
n,b,u,s,s,g,w,p,n,v
n,b,p,s,s,p,g,p,k,v
n,b,u,s,s,p,w,p,n,y
l,b,g,s,s,w,w,p,k,n
f,b,g,k,k,p,p,l,h,y
l,b,k,s,s,w,w,p,k,s
y,n,b,k,k,p,w,e,w,v
f,b,h,k,k,b,b,l,h,y
f,b,g,k,k,n,b,l,h,y
s,n,b,s,s,w,p,e,w,v
n,b,r,s,s,w,w,p,r,v
n,b,n,s,s,o,o,p,o,v
n,b,n,s,s,w,p,p,k,v
p,n,n,s,s,w,w,p,n,s
s,n,b,s,k,w,w,e,w,v
n,b,n,f,s,w,w,e,k,s
f,b,g,k,k,n,b,l,h,y
n,b,h,f,f,w,w,e,n,a
s,n,b,s,s,w,w,e,w,v
n,b,u,s,s,p,w,p,n,v
s,n,b,s,k,p,w,e,w,v
y,n,b,k,s,w,p,e,w,v
n,b,k,f,f,w,w,e,k,s
n,b,w,s,s,p,w,p,n,v
f,b,w,s,f,w,w,p,h,s
n,b,p,s,s,p,p,p,n,y
f,n,b,s,s,p,w,e,w,v
f,n,b,k,k,w,p,e,w,v
n,b,w,s,s,w,w,p,r,v
n,b,p,s,s,w,p,p,n,y
n,b,p,s,s,g,g,p,n,y
l,n,n,s,s,w,w,p,u,v
a,b,n,s,s,w,w,p,n,s
f,n,b,s,k,w,p,e,w,v
f,n,b,s,s,w,p,e,w,v
s,n,b,s,s,w,p,e,w,v
f,b,h,k,k,n,p,l,h,y
s,n,b,s,s,w,p,e,w,v
n,b,w,s,s,w,e,e,w,c
n,b,w,s,s,w,w,e,w,c
n,b,n,s,s,p,p,p,n,v
a,b,n,s,s,w,w,p,n,s
y,n,b,s,s,w,p,e,w,v
l,b,w,s,s,w,w,p,k,s
n,n,k,s,s,w,w,p,n,v
s,n,b,s,s,p,w,e,w,v
y,n,b,s,s,w,w,e,w,v
l,b,k,s,s,w,w,p,n,s
f,n,b,k,s,w,w,e,w,v
p,n,p,s,s,w,w,p,k,v
l,b,g,s,s,w,w,p,k,s
n,b,w,s,s,g,g,p,n,v
n,b,n,s,s,w,w,e,n,s
f,b,p,k,k,p,n,l,h,v
n,b,w,s,s,w,w,p,w,s
s,n,b,k,k,p,w,e,w,v
n,b,n,s,s,g,w,p,k,y
n,b,w,s,s,p,p,p,k,v
n,b,w,s,s,w,g,p,k,y
y,n,b,k,s,w,w,e,w,v
n,n,w,s,s,w,n,e,w,v
y,n,b,s,k,w,w,e,w,v
y,n,b,s,s,p,w,e,w,v
y,n,b,k,k,w,p,e,w,v
n,b,g,s,k,w,w,p,w,s
s,n,b,s,s,w,w,e,w,v
p,n,w,s,s,w,w,p,n,s
n,b,p,s,s,g,p,p,n,v
y,n,b,k,s,p,w,e,w,v
p,n,p,s,s,w,w,p,n,s
a,b,k,s,s,w,w,p,k,s
n,b,p,s,s,w,w,p,n,v
f,b,p,k,k,b,p,l,h,v
n,n,n,s,s,w,w,p,n,v
n,b,n,s,s,w,w,e,n,a
a,b,g,s,s,w,w,p,k,s
f,b,g,k,k,p,b,l,h,v
f,n,b,k,s,p,p,e,w,v
a,b,w,s,s,w,w,p,n,s
n,b,w,s,s,e,w,e,w,c
n,b,h,s,s,w,w,e,k,a
n,b,n,s,s,p,p,p,n,y
f,n,b,k,s,w,w,e,w,v
n,b,o,s,s,o,o,p,b,c
l,b,w,s,s,w,w,p,k,s
n,b,w,s,s,w,w,p,r,v
n,b,u,s,s,p,p,p,k,y
c,n,u,s,s,w,w,p,k,v
y,n,b,k,s,w,p,e,w,v
a,b,k,s,s,w,w,p,k,s
l,b,n,s,s,w,w,p,k,s
l,n,w,s,s,w,w,p,n,v
f,n,b,k,k,p,p,e,w,v
n,b,n,s,s,w,w,e,n,a
n,b,u,s,s,p,w,p,n,y
n,b,p,s,s,g,p,p,k,y
f,n,b,k,k,p,p,e,w,v
n,b,u,s,s,w,p,p,n,y
n,b,k,s,s,w,w,e,k,s
s,n,b,k,k,w,w,e,w,v
f,b,p,k,k,b,n,l,h,v
f,b,h,s,s,w,w,p,h,s
n,b,g,k,s,w,w,p,w,n
f,b,p,k,k,p,n,l,h,y
p,n,n,s,s,w,w,p,k,s
m,b,w,k,y,c,c,n,w,c
f,n,b,k,k,w,w,e,w,v
f,n,b,k,k,w,p,e,w,v
f,n,b,k,k,p,w,e,w,v
n,n,h,s,f,w,w,f,h,v
n,b,k,s,f,w,w,e,n,s
f,b,g,k,k,b,b,l,h,y
a,b,g,s,s,w,w,p,k,n
n,b,g,s,s,w,w,p,w,n
l,b,w,s,s,w,w,p,n,n
a,b,w,s,y,w,w,p,n,s
n,b,p,s,s,g,p,p,k,v
f,b,p,k,k,b,n,l,h,v
n,b,n,s,s,o,o,p,o,c
l,b,w,s,s,w,w,p,n,n
n,b,p,s,s,w,p,p,k,v
f,b,g,k,k,p,p,l,h,v
y,n,b,k,s,p,p,e,w,v
n,n,k,s,s,w,w,p,k,v
n,b,y,s,s,o,o,p,n,v
y,n,b,k,k,p,w,e,w,v
n,b,e,s,s,w,w,e,w,c
n,b,w,s,s,g,g,p,n,y
f,b,h,k,k,b,n,l,h,y
n,b,w,s,s,w,g,p,k,y
s,n,b,k,s,w,p,e,w,v
n,b,p,s,s,p,p,p,k,y
n,b,n,s,s,p,g,p,n,v
f,b,g,k,k,b,b,l,h,v
n,b,e,s,s,e,e,e,w,c
n,b,w,s,s,w,w,p,r,v
n,b,o,s,s,o,o,p,b,c
n,b,n,s,s,o,o,p,y,v
f,b,g,k,k,b,p,l,h,v
n,b,p,s,s,g,w,p,n,y
n,b,p,s,f,w,w,e,n,a
f,n,b,s,k,p,w,e,w,v
n,n,w,k,y,w,y,e,w,v
n,b,w,s,s,e,w,e,w,c
f,b,h,k,k,p,p,l,h,v
y,n,b,k,k,p,p,e,w,v
f,b,p,k,k,n,p,l,h,y
y,n,b,k,s,w,p,e,w,v
n,b,p,s,s,p,g,p,k,v
n,b,p,s,s,w,g,p,k,y
m,b,y,k,y,c,c,n,w,c
n,b,w,k,s,w,w,p,w,n
f,n,b,k,k,p,w,e,w,v
n,b,w,s,s,e,w,e,w,c
f,b,w,s,s,w,w,p,h,s
n,b,e,s,s,w,w,e,w,c
n,b,w,s,s,w,p,p,k,v
f,b,p,f,f,w,w,p,h,s
f,n,b,s,s,p,w,e,w,v
n,n,u,s,f,w,w,f,h,v
n,b,p,s,s,p,w,p,n,v
l,b,n,s,y,w,w,p,k,s
y,n,b,s,s,p,p,e,w,v
p,n,k,s,s,w,w,p,n,s
c,n,u,s,s,w,w,p,k,v
n,b,k,s,f,w,w,e,n,s
n,n,n,s,s,w,w,p,k,y
f,n,b,s,k,w,w,e,w,v
f,b,p,k,k,p,n,l,h,y
c,n,n,s,s,w,w,p,n,v
f,b,p,k,k,b,b,l,h,v
n,b,e,s,s,e,w,e,w,c
n,b,e,s,s,e,e,e,w,c
n,b,n,f,s,w,w,e,n,a
n,b,o,s,s,o,o,p,b,c
n,b,n,s,s,w,g,p,n,v
l,b,w,s,s,w,w,p,n,n
f,b,h,k,k,n,p,l,h,y
a,b,k,s,s,w,w,p,k,n
n,b,p,s,s,g,g,p,k,v
n,n,u,s,f,w,w,f,h,v
n,n,k,s,s,w,w,p,k,y
s,n,b,s,s,w,w,e,w,v
y,n,b,s,k,w,w,e,w,v
n,b,p,s,s,w,w,p,w,n
a,b,k,s,s,w,w,p,k,n
n,b,u,s,s,w,p,p,k,v
n,b,u,s,s,w,g,p,n,y
n,b,p,s,k,w,w,p,w,s
f,b,g,k,k,p,n,l,h,y
y,n,b,k,s,w,w,e,w,v
n,b,p,s,s,p,p,p,k,v
n,b,k,f,s,w,w,e,k,s
n,b,h,f,f,w,w,e,n,s
n,n,g,s,s,w,w,p,n,y
n,b,n,s,s,g,w,p,k,v
n,b,w,s,s,w,w,e,w,c
n,n,g,s,s,w,w,p,k,y
n,n,u,s,f,w,w,f,h,y
n,b,n,s,s,p,p,p,k,y
n,b,h,f,f,w,w,e,n,a
f,b,p,s,f,w,w,p,h,v
f,b,p,s,s,w,w,p,h,v
f,b,h,k,k,b,b,l,h,v
f,n,b,k,k,p,w,e,w,v
n,b,w,s,k,w,w,p,w,s
n,n,p,s,s,w,w,p,n,v
s,n,b,s,s,w,w,e,w,v
n,b,p,s,s,p,w,p,k,y
n,b,n,s,s,p,w,p,k,v
s,n,b,s,k,p,w,e,w,v
n,b,u,s,s,g,w,p,n,v
f,b,h,k,k,b,p,l,h,v
p,n,p,s,s,w,w,p,n,s
s,n,b,s,k,w,p,e,w,v
f,b,g,k,k,b,p,l,h,v
n,b,n,s,f,w,w,e,k,s
a,n,n,s,s,w,w,p,n,v
p,n,w,s,s,w,w,p,n,s
l,n,n,s,s,w,w,p,n,v
l,b,p,s,y,w,w,p,n,y
n,b,w,s,s,w,w,p,k,y
n,b,k,s,f,w,w,e,n,s
n,b,n,s,s,w,w,p,k,y
y,n,b,s,s,p,w,e,w,v
f,n,b,s,k,w,w,e,w,v
c,n,g,s,s,w,w,p,n,v
a,b,k,s,s,w,w,p,k,s
f,n,b,s,k,p,w,e,w,v
f,n,b,s,s,p,p,e,w,v
n,n,k,s,s,w,w,p,k,y
f,n,b,s,s,w,p,e,w,v
n,b,w,s,s,p,g,p,n,v
f,b,g,k,k,b,n,l,h,y
n,b,u,s,s,p,w,p,n,y
y,n,b,k,s,w,p,e,w,v
l,b,w,s,y,w,w,p,k,s
n,b,p,k,s,w,w,p,w,n
f,b,p,k,k,b,n,l,h,y
f,b,p,k,k,b,b,l,h,v
n,b,w,s,s,e,w,e,w,c
f,b,g,k,k,p,b,l,h,y
n,b,u,s,s,g,g,p,k,y
p,n,p,s,s,w,w,p,n,s
a,b,g,s,s,w,w,p,k,s
f,b,p,f,s,w,w,p,h,v
f,b,g,k,k,b,b,l,h,v
f,n,b,s,s,p,p,e,w,v
a,b,g,s,s,w,w,p,n,s
n,b,u,s,s,w,w,p,k,v
n,b,n,s,s,p,w,p,n,y
f,b,g,k,k,b,n,l,h,v
f,b,p,f,s,w,w,p,h,v
n,b,u,s,s,g,p,p,n,v
n,b,w,s,s,w,p,p,n,y
n,b,p,s,s,w,g,p,k,y
f,b,h,k,k,n,b,l,h,y
f,b,p,k,k,n,b,l,h,y
a,n,n,s,s,w,w,p,n,v
n,b,n,s,s,g,g,p,n,v
f,b,g,k,k,p,p,l,h,v
f,b,h,k,k,n,n,l,h,v
n,b,n,s,s,w,w,p,n,y
y,n,b,s,s,p,p,e,w,v
f,b,h,k,k,p,b,l,h,v
n,b,w,s,s,p,p,p,n,y
f,n,b,k,k,p,p,e,w,v
n,b,o,s,s,o,o,p,b,v
n,b,u,s,s,g,w,p,k,v
n,b,w,s,s,w,w,p,n,y
f,b,h,k,k,n,p,l,h,y
f,n,b,s,s,p,p,e,w,v
a,b,k,s,s,w,w,p,n,n
n,n,w,k,y,w,y,e,w,v
n,b,w,s,s,g,w,p,k,y
f,b,w,f,s,w,w,p,h,v
p,n,n,s,s,w,w,p,n,s
n,b,w,s,s,p,p,p,n,v
n,n,w,f,f,w,n,e,w,v
f,b,p,k,k,n,p,l,h,v
f,b,p,k,k,p,p,l,h,v
n,b,n,s,s,p,p,p,n,v
n,b,w,s,s,w,w,e,w,c
f,b,g,k,k,n,p,l,h,y
f,b,w,s,s,w,w,p,h,v
n,b,k,s,f,w,w,e,n,a
s,n,b,s,k,p,w,e,w,v
n,b,p,s,s,w,w,e,k,a
n,b,n,s,s,w,p,p,k,y
n,b,e,s,s,e,e,e,w,c
y,n,b,k,s,p,p,e,w,v
f,b,h,k,k,n,p,l,h,v
y,n,b,s,s,p,p,e,w,v
n,b,w,s,s,g,w,p,k,y
f,n,b,s,s,p,p,e,w,v
n,b,k,f,f,w,w,e,n,a
n,b,k,s,f,w,w,e,k,a
n,b,n,s,s,p,g,p,n,v
s,n,b,s,s,w,p,e,w,v
n,b,n,s,s,w,p,p,k,y
f,b,h,k,k,p,b,l,h,v
f,b,w,f,f,w,w,p,h,v
s,n,b,k,k,p,p,e,w,v
n,b,r,s,s,w,w,p,r,v
f,b,h,s,s,w,w,p,h,s
f,b,p,k,k,n,b,l,h,y
m,b,y,k,y,c,c,n,w,c
a,b,w,s,s,w,w,p,k,n
n,b,h,s,f,w,w,e,k,s
p,n,w,s,s,w,w,p,n,s
y,n,b,s,k,w,w,e,w,v
n,b,w,s,s,w,p,p,n,v
y,n,b,s,s,w,w,e,w,v
n,b,w,s,s,w,w,e,w,c
y,n,b,s,k,w,p,e,w,v
c,n,p,s,s,w,w,p,k,v
f,b,h,k,k,n,n,l,h,y
n,b,n,s,s,o,o,p,n,v
n,b,n,s,s,w,g,p,k,v
f,n,b,k,k,p,p,e,w,v
n,b,h,f,f,w,w,e,k,s
n,b,p,s,s,w,g,p,n,v
n,b,k,f,f,w,w,e,n,a
l,b,g,s,s,w,w,p,k,n
n,b,w,s,k,w,w,p,w,n
n,b,h,s,s,w,w,e,n,s
n,n,g,s,s,w,w,p,k,v
n,b,u,s,s,g,p,p,k,v
c,n,p,s,s,w,w,p,k,v
a,n,p,s,s,w,w,p,n,v
n,b,y,s,s,o,o,p,n,c
